s VOUT
0 0
1,0000000000000002E-06 -5,468663737946855E-05
2,0000000000000003E-06 -0,00010935198074086827
4,000000000000001E-06 -0,0002186386952968
8,000000000000001E-06 -0,00043694844317933247
1,6000000000000003E-05 -0,0008725148557600625
3,2000000000000005E-05 -0,0017394484134699972
6,400000000000001E-05 -0,0034566224792022026
0,0001 -0,0053620483601253
0,00010640000000000001 -0,005792076376725799
0,00011920000000000001 -0,006650000317136318
0,00014480000000000002 -0,008352690251767943
0,00019600000000000005 -0,011705953699516183
0,0002 -0,011965012153900733
0,00020799999999999993 -0,01175556675449009
0,00022399999999999978 -0,011338348991822577
0,0002559999999999995 -0,010512028708181393
0,0003 -0,009393701455816217
0,0003063999999999999 -0,008992093443365282
0,0003191999999999998 -0,008191207058754327
0,00034479999999999954 -0,006602829470836902
0,00039599999999999905 -0,003479086931829265
0,0004 -0,0032380031827736744
0,00040800000000000195 -0,003727352537366535
0,0004240000000000058 -0,00470348490311018
0,0004560000000000135 -0,006636672915746473
0,0005 -0,009254353939805338
0,0005064000000000016 -0,010556267173849533
0,0005192000000000047 -0,013155225416161187
0,0005448000000000109 -0,01831760652479712
0,0005960000000000232 -0,028502031255205774
0,0006 -0,029289809213398
0,0006079999999999535 -0,031276386366121595
0,0006239999999998607 -0,03524000935514227
0,000655999999999675 -0,04310174658814677
0,0007 -0,05376939108259572
0,0007063999999999629 -0,054538594046703165
0,0007191999999998886 -0,056073566189345364
0,00074479999999974 -0,05912000358855499
0,0007959999999994429 -0,06512039067538268
0,0008 -0,06558399187747999
0,0008080000000011144 -0,06575821758702242
0,000824000000003343 -0,06610553591543368
0,0008560000000078003 -0,06679164686334073
0,0009 -0,06771704360817793
0,0009064000000008915 -0,0682492368085899
0,0009192000000026744 -0,06931093771149104
0,0009448000000062402 -0,07141724308950564
0,0009960000000133718 -0,07556229901536404
0,001 -0,07588235203255135
0,0010079999999732564 -0,07868043368142376
0,0010239999999197692 -0,08426641044759992
0,0010559999998127948 -0,09534952272844688
0,0011 -0,11039782739422886
0,0011063999999786052 -0,11318911977356574
0,0011191999999358155 -0,11876288521139644
0,001144799999850236 -0,12984358091345496
0,0011959999996790768 -0,1517364975329535
0,0012 -0,15343171173250986
0,001208000000641846 -0,15316462474989762
0,0012240000019255383 -0,15263656535064546
0,001256000004492923 -0,15158444855417758
0,0013 -0,1501534592054675
0,001306400000513477 -0,14477431793377732
0,0013192000015404307 -0,13407542943325848
0,0013448000035943383 -0,11292624900352746
0,0013960000077021537 -0,07164235754517438
0,0014 -0,06847401974811641
0,0014079999845956926 -0,05546636285882073
0,0014239999537870778 -0,029709722784219662
0,0014559998921698481 0,02067185642323242
0,0015 0,08739417314041643
0,001506399987676554 0,10079995952970913
0,0015191999630296622 0,12728900807775342
0,0015447999137358785 0,17883109589802784
0,0015959998151483111 0,27578906923100055
0,0016 0,28297373277233034
0,001608000369703378 0,2978968027365875
0,0016240011091101338 0,3270509828533884
0,0016560025879236455 0,3822622040681285
0,0017 0,4509251535623993
0,0017064002957627022 0,4559265766068787
0,0017192008872881069 0,46577820829436184
0,0017448020703389163 0,48470716116144924
0,0017960044364405349 0,5193348442883798
0,0018 0,5218488867942489
0,00180799112711893 0,5206413709756251
0,0018239733813567903 0,5180440066928805
0,0018559378898325108 0,5129780944464274
0,0019 0,50601391074238
0,0019063929016951441 0,4998542719642578
0,0019191787050854324 0,48716751598362934
0,0019447503118660088 0,4609532677911477
0,0019958935254271617 0,4052792020829876
0,002 0,400612135669884
0,0020082129491456767 0,384217899721613
0,00202463884743703 0,35035286373254687
0,0020574906440197363 0,2794770947403904
0,0021 0,1826666851986799
0,0021065703593165412 0,16387723293596665
0,002119711077949624 0,12595899744768307
0,002145992515215789 0,04859565100111794
0,0021985553897481192 -0,11062066146255832
0,0022 -0,11516830405388324
0,002202889220503762 -0,1251982510927962
0,0022086676615112855 -0,14531619910942106
0,0022202245435263327 -0,18571517629414835
0,002243338307556427 -0,26706256554840435
0,0022895658356166157 -0,43122968422486035
0,0023 -0,46849313695563527
0,0023092455056120376 -0,5011941014365233
0,002327736516836113 -0,5667703960889477
0,002364718539284264 -0,6979130309188039
0,0024 -0,8227477754448466
0,00240739640448963 -0,8445228065994969
0,0024221892134688905 -0,8880450762147907
0,002451774831427411 -0,974701744580921
0,0025 -1,114718735580303
0,002505917123591704 -1,1208311516498632
0,0025177513707751124 -1,133035049520929
0,002541419865141929 -1,1572640897828792
0,0025887568538755625 -1,205042528001969
0,0026 -1,2162570849124223
0,0026094673977467265 -1,1994554403705304
0,0026284021932401797 -1,1660815824272148
0,0026662717842270865 -1,1002438388084004
0,0027 -1,0426636391344168
0,0027075739181973814 -1,0101723037296542
0,002722721754592144 -0,9456420926414137
0,002753017427381669 -0,8186642024059577
0,0028 -0,6274915441128721
0,002806059134557905 -0,5922631722308721
0,002818177403673715 -0,5224046890701867
0,002842413941905335 -0,38552983007347197
0,0028908870183685757 -0,1244787070894556
0,0029 -0,07767982407514167
0,002909694615292648 -0,021827350686061935
0,0029290838458779444 0,0865302496876841
0,0029678623070485367 0,28656644411330884
0,003 0,4299712899177878
0,0030077556922341185 0,45713666783078927
0,0030232670767023555 0,5077697951916982
0,0030542898456388293 0,5922202026323146
0,0031 0,6728356398320342
0,0031062045537872947 0,6769068686587566
0,003118613661361884 0,6841364050454036
0,0031434318765110633 0,6957333281913208
0,0031930683068094215 0,7096289512763169
0,0032 0,7108052199997434
0,0032099272860596716 0,7106560387202693
0,003229781858179015 0,7103136979547456
0,0032694910024177017 0,7094610191974846
0,0033 0,7086678278460212
0,0033079418288477374 0,7075011131044447
0,003323825486543212 0,7050673208134702
0,003355592801934161 0,6997679001056532
0,0034 0,6912413263070667
0,0034063534630781895 0,6888488218846228
0,0034190603892345693 0,6835286175355691
0,003444474241547329 0,6708085997015182
0,0034953019461728477 0,6351830905291401
0,0035 0,6310249653642599
0,003509396107654305 0,6186554524805684
0,0035281883229629145 0,5900216367282104
0,0035657727535801337 0,5182891979779268
0,0036 0,4378210659085649
0,0036075168861234436 0,41133377496463563
0,0036225506583703313 0,3553023094066845
0,003652618202864107 0,23364139088102412
0,0037 0,022718867630388644
0,0037060135088987554 -0,011499505088158451
0,0037180405266962653 -0,08095107376372676
0,0037420945622912856 -0,22288413083861766
0,0037902026334813263 -0,514680950293612
0,0038 -0,5753443601743528
0,003809621614238008 -0,633814341432369
0,0038288648427140244 -0,7513720838391844
0,003867351299666057 -0,9873194157745361
0,0039 -1,1876270883719262
0,0039076972913904065 -1,2197730488846652
0,00392309187417122 -1,2840007767023396
0,003953881039732846 -1,4117804938817595
0,004 -1,6013583703627736
0,004006157833112325 -1,6055802436383604
0,004018473499336976 -1,6140174443521367
0,004043104831786277 -1,6307261527262813
0,0040923674966848785 -1,6635624309921695
0,0041 -1,6685808096068697
0,004109852532979721 -1,637403795178808
0,004129557598939161 -1,5754827134524196
0,0041689677308580425 -1,4535237630052569
0,0042 -1,359306200321909
0,004207882026383776 -1,3120303177010497
0,004223646079151328 -1,218152419735182
0,004255174184686433 -1,033617200589936
0,0043 -0,7790669521103054
0,004306305621107021 -0,7316402324455675
0,004318916863321063 -0,6376316926955418
0,004344139347749147 -0,4537760061703464
0,004394584316605315 -0,10561042145240732
0,0044 -0,0700477567066805
0,00441 -0,005977383784686339
0,00443 0,11793142698414388
0,00447 0,3434953142166497
0,0045 0,48697127584144717
0,004508 0,5149126596982747
0,004523999999999999 0,5661543680764866
0,004555999999999999 0,6478254516503662
0,0046 0,7143100480596928
0,0046064 0,71810146370626
0,0046192 0,7245900402157984
0,0046448 0,7340708229852039
0,004696 0,7431273343483406
0,0047 0,7434527016157593
0,004708000000000001 0,7433425896460388
0,004724000000000003 0,7430577962120158
0,004756000000000008 0,7422566893587427
0,0048 0,7407437879393606
0,004806400000000001 0,7402163431724574
0,004819200000000003 0,7391274346404343
0,004844800000000006 0,736941945828125
0,004896000000000012 0,73245659992658
0,0049 0,732099165544218
0,004907999999999975 0,7307542981543248
0,004923999999999925 0,7277547720039642
0,004955999999999825 0,720186456123893
0,005 0,7048509852465312
0,00500639999999998 0,6999068932107301
0,005019199999999941 0,688041128860564
0,005044799999999861 0,6548484980575415
0,005095999999999701 0,5434035221710624
0,0051 0,5321877045276615
0,0051080000000006 0,5002611654211243
0,005124000000001799 0,4294485575118873
0,005156000000004197 0,26609697614079253
0,0052 0,010285573024364272
0,00520640000000048 -0,030208491778252976
0,005219200000001439 -0,11249056972862485
0,0052448000000033575 -0,2807732883594898
0,005296000000007194 -0,6265502922873638
0,0053 -0,6544133634260224
0,0053079999999856116 -0,6971117843376472
0,005323999999956835 -0,7827528505341772
0,005355999999899281 -0,9541439393837485
0,0054 -1,189338517184899
0,00540639999998849 -1,2062390006854222
0,0054191999999654685 -1,2399673238525522
0,005444799999919425 -1,307013575915595
0,005495999999827339 -1,4395029619701771
0,0055 -1,449762751697982
0,005508000000345322 -1,4454769390872166
0,005524000001035966 -1,4369703879591147
0,005556000002417254 -1,4200789072688265
0,0056 -1,3971722260319643
0,005606400000276257 -1,374650332968513
0,005619200000828772 -1,329817917442071
0,005644800001933803 -1,241128422318047
0,005696000004143865 -1,067735233052355
0,0057 -1,0544165680844462
0,005707999991712271 -1,0110617657350447
0,005723999975136814 -0,9250273698278529
0,0057559999419858985 -0,7562196132267739
0,0058 -0,5316567271744551
0,005806399993369816 -0,49676717728294256
0,00581919998010945 -0,42757476592004723
0,005844799953588718 -0,2922093389453188
0,005895999900547254 -0,035059804077872944
0,0059 -0,015825200222086586
0,005908000198905492 0,033109645791222296
0,005924000596716476 0,12830650555401651
0,0059560013923384445 0,3058913548958831
0,006 0,5123852384743761
0,006006400159124394 0,5410499598099608
0,006019200477373181 0,5930741052913343
0,0060448011138707555 0,6742883754483222
0,006096002386865905 0,7506716531052929
0,0061 0,7531223714049503
0,0061079952262681906 0,7561094672535191
0,006123985678804571 0,7602881725268829
0,006155966583877332 0,7638710760433937
0,0062 0,7637805381082087
0,006206396181014552 0,7633738736498377
0,006219188543043656 0,7625578537212374
0,006244773267101864 0,7609162104987053
0,006295942715218282 0,7576013906765932
0,0063 0,757337065404973
0,006308114569563436 0,7565745032743717
0,006324343708690309 0,7548879129140725
0,006356801986944055 0,7504306849616886
0,0064 0,7394566125700368
0,006406491655650749 0,7340825158944291
0,006419474966952247 0,717292160969634
0,006445441589555244 0,6444458070939191
0,006497374834761237 0,3071062978024607
0,0065 0,2849390014526287
0,006505250330477525 0,22857057234087041
0,0065157509914325765 0,11052624686748072
0,006536752313342679 -0,14129366028265006
0,006578754957162884 -0,6805566948363699
0,0066 -0,9623997493743689
0,006608400528764041 -1,0596955311516947
0,006625201586292122 -1,2547041281584634
0,006658803701348286 -1,6459643158023771
0,0067 -2,125490566792822
0,006706720423011233 -2,1679717085386954
0,006720161269033699 -2,2526105442169992
0,00674704296107863 -2,420829991082951
0,0068 -2,748081319997011
0,006805376338408986 -2,7357577964729707
0,006816129015226958 -2,711209854465547
0,006837634368862903 -2,6624175727967194
0,006880645076134793 -2,566190058565373
0,0069 -2,5234736102744026
0,0069086021414543775 -2,419380915193038
0,006925806424363134 -2,212836089594543
0,006960214990180645 -1,8071293519882465
0,007 -1,3515016706947365
0,007006881713163503 -1,219053052548657
0,0070206451394905075 -0,9577344810542759
0,007048171992144517 -0,4531687534091995
